video_id,title,duration,date,playlist_name,dict_sentiment,best_date,view_count,like_count,sentimentr_score,finbert_score,ollama_score
VWsIB7dKAJk,Tech Rally Lifts Asian Stocks | Bloomberg: The China Show 8/19/2024,5265.00999999999,NA,Bloomberg The China Show,-0.401360544217687,2024-08-19T04:53:13Z,11310,102,0.097534593636271,0.257013916969299,0.2
VXHwiTzrB4k,Threads of Optimism | Bloomberg Surveillance 01/23/2024,8710.60899999968,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.276073619631902,2024-01-23T16:52:50Z,25436,239,0.0308642775803464,0.765934694558382,0.2
VXMzlqQJlrg,Central Banks in Focus as PBOC Action Lifts Stocks | Bloomberg: The Asia Trade 9/24/24,5269.891,NA,The Asia Trade,-0.338541666666667,2024-09-24T03:45:19Z,4141,70,0.0891758486172017,0.563787326216698,0.2
V_5uJSiHm4g,Bloomberg Surveillance 02/13/2025,8575.63399999967,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.486363636363636,2025-02-13T16:10:56Z,11053,109,0.0242000870735383,0.593979462981224,0.2
V_yKvusNye8,China's Consumer Inflation Picks Up But Concerns Persist | Bloomberg: The China Show 8/9/2024,5085.52100000001,NA,Bloomberg The China Show,-0.398843930635838,2024-08-09T05:08:32Z,8485,108,0.0823838027102171,-0.565976694226265,0.5
VbFR2REPEGE,Stocks Close Near Session Low | Bloomberg Markets: The Close 4/12/2024,5122.765,NA,Bloomberg The Close (Full Shows),-0.556390977443609,2024-04-12T23:17:52Z,17754,158,0.0947290549559459,0.167179193347692,-0.7
VbOGQs4QTyg,Nat Gas Prices Surge | Bloomberg Surveillance 08/22/2022,7650.337,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.627056672760512,2022-08-22T17:36:31Z,39110,181,0.0376603041393882,0.374377805739641,-0.5
VbS1f0TSkpo,Who's Buying Bonds? | Bloomberg Surveillance 08/08/2023,8700.90999999973,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.536643026004728,2023-08-08T17:03:44Z,45154,181,0.0275463246056158,0.537506371736526,0.2
Vcm7DC14pTk,"Israel-Hezbollah Ceasefire in Effect, Trump Picks Trade Chief | The Opening Trade 11/27",5694.51099999982,NA,The Opening Trade,-0.356466876971609,2024-11-27T13:00:47Z,3131,18,0.0387653678572094,0.75708219408989,0.2
VdRBLgLyVOg,White House Backtracks Gaza Takeover Proposal | Horizons Middle East & Africa 02/06/2025,5160.449,NA,"Horizons Middle East, Africa",-0.470769230769231,2025-02-06T09:23:12Z,1989,27,0.0707533130274229,-0.0598894655704498,0.4
VdvMsP9bp6U,Alibaba's Comeback Takes Hold | Bloomberg: The China Show 2/21/2025,4824.80899999987,NA,Bloomberg The China Show,0.0803571428571429,2025-02-21T05:38:52Z,15032,190,0.0837721985581852,0.198673814535141,0.45
VeF5RMxkhi4,Bloomberg Open Interest 10/04/2024,11428.28,NA,Bloomberg Open Interest,-0.34640522875817,2024-10-04T17:18:55Z,2364,26,0.211140707860428,0.0421137511730194,0.7
VeJ_eqdTeyY,"UK Inflation Down to 2% for First Time Since 2021, Sunak Vows More Tax Cuts | Markets Today 06/19",5698.43899999983,NA,The Opening Trade,-0.3375,2024-06-19T11:52:40Z,6497,48,0.0339158390397151,0.33947641402483,0.4
VfixDUg6txM,"Trump Sparks Peso Gains, French Bond Risk Hits Highest Since Euro Crisis | The Opening Trade 11/28",5703.42799999983,NA,The Opening Trade,-0.558528428093645,2024-11-28T13:22:34Z,8009,68,0.01570417395438,0.635441452264786,0.2
Vg91RICsS8c,Bloomberg Markets: The Close 01/30/2024,5184.799,NA,Bloomberg The Close (Full Shows),-0.295774647887324,2024-01-31T00:50:05Z,18500,133,0.114767535957594,0.108674623072147,0.2
VgG-s67NL1I,Trump Claims 'Big Progress' in Japan Trade Talks | Bloomberg: The Asia Trade 4/17/25,5363.01100000001,NA,The Asia Trade,-0.373913043478261,2025-04-17T05:06:00Z,15142,109,0.0687944511812705,0.194770157337189,-0.7
VijO-Vi2HLE,"Middle East Worries | Bloomberg Surveillance | October 2, 2024",18870.3960000001,"| October 2, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.383529411764706,2024-10-02T16:13:37Z,3245,21,0.155002250718948,0.823819234967232,-0.4
VmsFMOHd1nU,What Does the Data Say? | Bloomberg Surveillance 03/03/2023,8236.723,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.466417910447761,2023-03-03T20:02:45Z,103490,254,0.0487993427427781,0.651330627501011,0.2
VqYrA2Dzp0w,"Tech Hit in Late Hours as Alphabet, AMD Tumble | Bloomberg: The Close 02/04/2025",6205.36299999981,NA,Bloomberg The Close (Full Shows),-0.23841059602649,2025-02-04T23:57:29Z,12949,113,0.0396898880580762,0.119202099740505,0.4
VsPnAftySXM,Bloomberg Surveillance 09/01/2023,9112.93999999972,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.470167064439141,2023-09-01T16:20:30Z,36316,203,0.0283275911232522,0.805938191711903,0.45
Vw7svYjKfXI,Recession Predictions | Bloomberg Surveillance 11/08/2023,8750.15099999976,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.478753541076487,2023-11-08T17:04:20Z,34161,212,0.0299582245348387,0.690547272562981,-0.4
VyFXcgubhpk,Euro Gains As German Conservatives Seal Election | Bloomberg: The Asia Trade 2/21/25,5312.912,NA,The Asia Trade,-0.402985074626866,2025-02-24T03:31:22Z,36143,133,0.0714280936954715,0.00115484744310379,0.2
W-YpBqrI2ao,Stocks Gain on Strong Tech | Bloomberg Open Interest 05/01/2025,5210.68799999987,NA,Bloomberg Open Interest,-0.371900826446281,2025-05-01T17:53:32Z,1681,22,0.0489374104462968,-0.583798781037331,0.7
W2kXiaNAsjw,China Stocks Join Global Risk Rally | Bloomberg: The China Show 1/16/2025,3885.831,NA,Bloomberg The China Show,-0.515695067264574,2025-01-16T04:41:47Z,4498,51,0.0846656145753571,0.718274347484112,0.7
W464bA76uGY,TikTok Sues US Government | Bloomberg: The China Show 5/8/2024,5120.65100000001,NA,Bloomberg The China Show,-0.148760330578512,2024-05-08T06:02:00Z,26757,166,0.115078811165435,0.0175344999879599,0.2
W5OkUbej4Rc,Biden to Further Curb Nvidia AI Chip Exports | Bloomberg: The Asia Trade 1/9/25,5196.348,NA,The Asia Trade,-0.380645161290323,2025-01-09T03:24:05Z,4445,48,0.106783152043396,0.67400722950697,0.2
W5WSsOCw1B4,Bloomberg Open Interest 12/04/2024,5077.308,NA,Bloomberg Open Interest,-0.384057971014493,2024-12-04T18:02:07Z,2345,28,0.0942642698288155,-0.297630429267883,0.4
W8GXESNiGyg,Apple's Best Week since 2021 | Bloomberg: The Close 06/14/2024,5397.84199999985,NA,Bloomberg The Close (Full Shows),-0.159574468085106,2024-06-15T00:06:56Z,16972,162,0.0540230501223304,0.102438682690263,0.3
WBAP618YmdE,Bloomberg Surveillance 04/02/2025,8597.61599999968,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.607214428857715,2025-04-02T16:05:52Z,12298,138,0.0168073285371736,0.782694712281227,0.2
WFV4cqNlgKg,"Dow Jones Touches 40,000| Bloomberg Markets: The Close 5/16/2024",5145.299,NA,Bloomberg The Close (Full Shows),-0.349206349206349,2024-05-16T22:51:19Z,12420,101,0.10125395393327,0.0110594891011715,0.5
WH1FAw1kH7s,"MIT's Finest | Bloomberg Surveillance | October 14, 2024",18517.289,"| October 14, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.336426914153132,2024-10-14T17:59:05Z,4112,24,0.186654777288334,0.783586874604225,0.2
WHVQV6WAhI0,Are Chinese Markets About To Hit Bottom? | Bloomberg: The China Show 3/13/2024,5208.319,NA,Bloomberg The China Show,-0.315614617940199,2024-03-13T05:55:47Z,14608,118,0.0958380549079385,0.215424060821533,0.4
WKzRKLU34vs,Bloomberg Open Interest 12/19/2024,4933.522,NA,Bloomberg Open Interest,-0.381107491856678,2024-12-19T20:27:03Z,9037,65,0.0588525474324469,0.0173279214650392,0.2
WNFBJMBnnf8,Colombia Agrees to Trump Terms; Fragile Ceasefires | Horizons Middle East & Africa 01/27/2025,5080.01000000001,NA,"Horizons Middle East, Africa",-0.55205047318612,2025-01-27T08:25:27Z,26012,310,0.0658225859726671,0.04275475256145,0.2
WPgIAhhSWkE,"Market Selloff: Bitcoin Down 25% From All-Time High, Tesla Sinks | The Opening Trade 02/28/2025",5683.76999999982,NA,The Opening Trade,-0.335793357933579,2025-02-28T12:02:22Z,5327,59,0.0401117311525902,0.333876546472311,-0.7
WRUAsqqFeJE,"Germany's €500B Spending Bill Vote, Trump & Putin to Talk Ukraine Truce | Opening Trade 03/18",5696.44499999983,NA,The Opening Trade,-0.162393162393162,2025-03-18T14:00:05Z,6712,88,0.0641239225309436,0.259606689214706,0.4
WRelIU6OdoU,Bloomberg Surveillance 03/25/2024,8757.99199999971,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.466346153846154,2024-03-25T15:56:10Z,28539,189,0.0357019436394627,0.663227394223213,0.7
WXKIjH7mYQk,Bloomberg Markets: The Close 02/02/2024,5517.78899999999,NA,Bloomberg The Close (Full Shows),-0.224615384615385,2024-02-03T00:24:26Z,27158,176,0.117742200609272,0.416400194168091,0.7
WZ1Gb2DJXQ4,'Bloomberg Surveillance Simulcast' Full Show10/14/2022,7490.77699999999,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.543650793650794,2022-10-14T17:12:51Z,31116,122,0.0457915695793047,0.800479926168919,-0.4
WZ9jbYHAl9w,Bloomberg Surveillance 06/26/2024,8692.84399999971,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.529622980251346,2024-06-26T16:49:01Z,21671,123,0.0104333139608684,0.174442704766989,0.2
Wa_ARILTRZo,Bloomberg Surveillance 11/29/2023,8437.158,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.415730337078652,2023-11-29T18:48:56Z,31106,156,0.0742112852815173,0.336239509284496,-0.4
WdzgUeBFULs,Bloomberg Markets Today 10/11/2023,4429.62000000001,NA,The Opening Trade,-0.508417508417508,2023-10-11T14:03:52Z,5045,49,0.0728934193170816,0.00829453021287918,0.2
We0gTac68ic,Bloomberg Surveillance 12/17/2024,8539.7079999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.414012738853503,2024-12-17T16:32:59Z,25244,132,0.0336891376825564,0.580406196415424,0.7
Wk6cYkI1MCA,S&P 500 Notches Longest Winning Run Since Jan. | Bloomberg: The Close 04/25/2025,5367.67899999987,NA,Bloomberg The Close (Full Shows),-0.3671875,2025-04-25T22:45:31Z,17068,160,0.0451413947115652,0.0337719172239304,0.2
WkmeAsn6WVA,Bloomberg Surveillance 11/20/2024,8563.8179999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.331521739130435,2024-11-20T15:36:52Z,10880,93,0.0359143534952365,0.494152814149857,0.4
Wl1G6L3XnUg,US Jobs Report | Bloomberg Markets: The Close 05/03/2024,5185.771,NA,Bloomberg The Close (Full Shows),-0.313333333333333,2024-05-03T23:27:54Z,20597,183,0.118227343582989,-0.0186394900083542,0.7
WnlhHRTeEJY,"Macron Puts Faith in New PM Barnier, Trump Taps Musk to Lead Audit | The Opening Trade 09/06",5623.76999999985,NA,The Opening Trade,-0.498305084745763,2024-09-06T11:20:17Z,8576,46,0.0215262233034168,0.697214975953102,0.2
WotyZIz29QI,Bloomberg Open Interest 09/26/2024,5280.66299999986,NA,Bloomberg Open Interest,-0.370517928286853,2024-09-26T19:09:16Z,4072,37,0.0589161553037093,0.653200283646584,0.2
Wqa7FeZ9U_Y,Asian Stocks Drop as Jobs Data Adds to Slowdown Fears | Bloomberg: The Asia Trade 9/9/24,5554.64099999984,NA,The Asia Trade,-0.478260869565217,2024-09-09T04:13:32Z,5658,59,0.0387613940949143,0.634882047772408,0.2
WrGTQ13UFVY,Bloomberg Open Interest 01/03/2025,4913.486,NA,Bloomberg Open Interest,-0.247058823529412,2025-01-03T18:20:02Z,3848,40,0.0835894958644843,0.362018331885338,0.2
WsaTiSAhNGo,Trump Slaps Tariffs on Colombia; Fed Decision Looms | Bloomberg: The Asia Trade 1/27/25,5167.318,NA,The Asia Trade,-0.40974212034384,2025-01-27T02:59:06Z,22836,168,0.0658045208663939,0.0476816892623901,0.4
WtBAVQvLjFo,Trump Tariffs: China Says It's Considering US Trade Talks | The Opening Trade 05/02,5656.47699999982,NA,The Opening Trade,-0.37037037037037,2025-05-02T09:45:04Z,4358,59,0.0326129987705269,0.0702396929264069,0.4
WvECZCHfapM,Too Close to Call | Bloomberg Surveillance 11/09/2022,7881.12699999975,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.379939209726444,2022-11-09T18:42:01Z,33182,135,0.0173471424738948,0.373577531427145,0.2
Ww97e0cat5E,Bloomberg Open Interest 01/14/2025,4931.473,NA,Bloomberg Open Interest,-0.147058823529412,2025-01-14T18:35:44Z,2254,30,0.107821556965972,-0.527380600571632,0.4
Wy3wsx61pQQ,Bloomberg Surveillance 02/06/2025,8592.63299999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.353846153846154,2025-02-06T16:06:17Z,8040,79,0.0319207082370839,0.434741944074631,0.2
Wyk3_nYFR2w,Bloomberg Markets: The Close 12/20/2023,7790.15200000002,NA,Bloomberg The Close (Full Shows),-0.276712328767123,2023-12-21T01:59:50Z,19441,121,0.109793013790976,-0.0165056884288788,0.2
X39BbRwy0Xg,Traders Hold Their Breath Before CPI | Bloomberg: The Close 1/14/2025,5555.46599999984,NA,Bloomberg The Close (Full Shows),-0.213930348258706,2025-01-15T02:38:07Z,7847,77,0.0604719991931555,0.128008775413036,0.2
X4_bHazWzBA,Bonds Rally as Weak Retail Sales Bolster Fed Bets | Bloomberg: The Close 02/14/2025,5410.59999999984,NA,Bloomberg The Close (Full Shows),-0.185185185185185,2025-02-14T23:48:35Z,10939,112,0.0610448401130751,0.00441498681902885,0.4
X4ktGfipnw4,China Misses Global Bull Market | Bloomberg: The China Show 12/5/2024,5192.79399999987,NA,Bloomberg The China Show,-0.303482587064677,2024-12-05T05:18:01Z,11501,69,0.060615726794585,0.366621524095535,0.4
X8BEh-pM_Ao,"Live From Earthshot | Bloomberg Surveillance | September 24, 2024",18389.008,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.242424242424242,2024-09-24T17:10:21Z,5518,17,0.192032888202887,0.879395950585604,0.2
XBfahH4jL00,Bloomberg Surveillance: Live From DC | 04/07/2023 Full Episode,8302.345,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.584187408491947,2023-04-07T18:50:27Z,33895,158,0.0493695912398841,0.527866080403328,-0.4
XGOmo0b3OnQ,Debt Ceiling | Bloomberg Surveillance 01/20/2023,8151.11,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.508695652173913,2023-01-20T20:05:48Z,33320,170,0.0596745263335608,0.598593659698963,-0.5
XKRBuaJGFRU,"Trump, Tech and Disney | Bloomberg Surveillance | February 5, 2025",18219.0800000001,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.354523227383863,2025-02-05T18:04:10Z,1910,19,0.129254259047952,0.845395900309086,0.15
XLsX4yaBLDc,Bloomberg Open Interest 09/27/2024,5032.927,NA,Bloomberg Open Interest,-0.319727891156463,2024-09-27T17:59:07Z,3784,39,0.101136070902043,0.280379921197891,0.4
XO9HYaYseh4,"Meta Stock Rises on AI-Fuelled Earnings, BOE Cuts Interest Rates | The Opening Trade 08/01",5710.59199999984,NA,The Opening Trade,0.0612244897959184,2024-08-01T12:50:29Z,7528,50,0.0661246590979147,0.565134018659592,0.4
XQkve8LsuqA,Kamala Harris Cements Democratic Support | Bloomberg: The China Show 7/23/2024,5172.638,NA,Bloomberg The China Show,-0.169811320754717,2024-07-23T05:31:16Z,6407,52,0.0937739908987158,-0.143775954842567,0.2
XReg7FPiXbE,Nvidia's Developer Conference | Bloomberg Markets: The Close 03/18/2024,5274.33,NA,Bloomberg The Close (Full Shows),-0.0119521912350598,2024-03-18T22:52:19Z,16945,142,0.133756030660768,0.729796096682549,0.5
XRwC_luxIW4,Bloomberg Surveillance 11/19/2024,8574.6699999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.351648351648352,2024-11-19T16:07:53Z,18594,114,0.0293269035960854,0.626856997609138,0.2
XSWHKVYDm_U,"Trump, Putin Agree To Ukraine Talks; Musk Addresses WGS | Horizons Middle East & Africa 02/13/2025",5594.38700000001,NA,"Horizons Middle East, Africa",-0.272108843537415,2025-02-13T10:04:14Z,5369,82,0.0808500111480966,-0.0751222372055054,0.2
XSdgYA8MNEo,Recession Calls | Bloomberg Surveillance 11/23/2022,7591.999,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.582150101419878,2022-11-23T18:58:16Z,35686,106,0.0659846129547007,0.474558774381876,-0.7
XSmFeJlRLRo,Tesla Leads Mag 7 Higher as Traders Await Fed | Bloomberg Open Interest 03/19/2025,5229.71899999986,NA,Bloomberg Open Interest,-0.424124513618677,2025-03-19T18:04:19Z,1981,25,0.0440565854438893,0.204061135649681,0.4
XSmQTjBv6YI,Volatility Grips Chinese Stocks | Bloomberg: The China Show 10/10/2024,5143.124,NA,Bloomberg The China Show,-0.339622641509434,2024-10-10T05:56:55Z,11024,115,0.12470870580925,-0.47600944340229,0.2
XU-DOXSLpDY,Asia Markets Brace for Volatile US Election Night | Bloomberg: The Asia Trade 11/4/24,5485.86999999989,NA,The Asia Trade,-0.248908296943231,2024-11-04T05:38:04Z,3591,39,0.0419995333957532,0.523703493177891,-0.4
XUea5GLiFBE,Stocks Rally as Powell 'Locks In' Sept. Cut | Bloomberg: The Close 8/23/2024,5407.73499999986,NA,Bloomberg The Close (Full Shows),-0.40983606557377,2024-08-23T22:42:09Z,21516,165,0.0568617957442289,0.589102312922478,0.5
XcPw_TnpJ3s,Bloomberg Open Interest 09/13/2024,4907.762,NA,Bloomberg Open Interest,-0.405940594059406,2024-09-13T18:09:56Z,8549,63,0.0697306312053707,0.0364334546029568,0.2
Xc_M3JE1BjA,"Tariff Fears and Europe's Nightmare | Bloomberg Surveillance | March 3, 2025",17787.62,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.425925925925926,2025-03-03T18:17:22Z,1996,24,0.135913437278647,0.875912539660931,0.5
XdP_XS-83NM,Bloomberg Surveillance 09/06/2024,8767.67699999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.65,2024-09-06T15:36:39Z,22158,158,0.0208278660162303,0.0877088028937578,-0.7
XeTxdiV6KHs,China's Economy Shows Green Shoots as Retail Sales Jump | Bloomberg: The China Show 11/15/2024,5422.64299999986,NA,Bloomberg The China Show,-0.149825783972125,2024-11-15T04:35:29Z,11388,118,0.0529023454831676,-0.0654256343841553,0.3
XivaOl2XRuA,"Traders Digest Fed's Big Cut, BOE Decision Day | The Opening Trade 09/19",5675.57599999984,NA,The Opening Trade,-0.53405017921147,2024-09-19T13:03:41Z,2737,39,0.016906487581087,0.478309974074364,0.2
Xj92_Knfin8,US Stocks Decline on Wait for Rate-Cut Clues | Bloomberg: The Close 8/22/2024,5403.54799999987,NA,Bloomberg The Close (Full Shows),-0.441666666666667,2024-08-22T22:36:52Z,17746,249,0.0594291015613638,0.217705253511667,-0.4
XkT2UXX8Zqk,BYD Surges to Record on Rapid-Charging Battery | Bloomberg: The China Show 3/18/2025,5413.67099999985,NA,Bloomberg The China Show,-0.02,2025-03-18T05:13:06Z,11326,143,0.0712078364662519,-0.656970158219337,0.5
XlGxOKm1Zm8,Bloomberg Open Interest 01/17/2025,5366.73099999986,NA,Bloomberg Open Interest,-0.369565217391304,2025-01-17T18:52:15Z,5277,36,0.0506825796479023,0.210835695266724,0.7
XnOCI2DSopw,'Bloomberg Surveillance Simulcast' (05/12/23),8678.76299999971,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.543340380549683,2023-05-12T17:48:47Z,45020,155,0.0226951632259271,0.318898849189281,-0.6
XorCJXL_fPE,Finding a Soft Landing | Bloomberg Surveillance 06/23/23,8716.03999999973,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.583783783783784,2023-06-23T16:59:55Z,74609,715,0.0177618574585607,0.809566050767899,-0.5
XqYe4d51jII,"The Day After DeepSeek | Bloomberg Surveillance | January 28, 2025",17489.642,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.216901408450704,2025-01-28T17:47:25Z,2125,22,0.177878881859653,0.856108069419861,0.2
XrXOo8AN2eA,Banking Crisis | Bloomberg Surveillance 03/24/2023,7792.97099999972,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.596452328159645,2023-03-24T16:01:01Z,61937,242,0.0040529249846539,0.317837677896023,-0.7
XsStcSishyc,Business of the Super Bowl | Bloomberg: The Close 02/07/2025,5682.57199999983,NA,Bloomberg The Close (Full Shows),0.0297872340425532,2025-02-07T23:44:13Z,10927,111,0.0827139215078184,0.372512802481651,-0.5
XtD5qUvvBmk,China's 'Two Sessions' Open This Week | Bloomberg: The China Show 3/4/2024,5176.583,NA,Bloomberg The China Show,-0.223076923076923,2024-03-04T08:17:00Z,42171,268,0.134970982111022,0.668940275907516,0.4
XtO8sD_-Wp8,European Markets Tick Higher Despite Nvidia Results | The Opening Trade 08/29,5384.24200000001,NA,The Opening Trade,-0.459649122807018,2024-08-29T13:38:51Z,2874,36,0.065628390108481,0.0358508210629225,0.2
XuVfYj-jkxE,"Trump's Second Day | Bloomberg Surveillance | January 21, 2025",19261.272,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.302564102564103,2025-01-22T09:39:35Z,5714,31,0.201449549126597,0.764778800308704,0.2
XxAR43Jc6qM,Bloomberg Open Interest 07/19/2024,4964.709,NA,Bloomberg Open Interest,-0.506410256410256,2024-07-19T18:18:12Z,4473,39,0.0766783070205682,0.02397845312953,-0.4
XyoeJ5UBh7w,China Vows Retaliation Against Trump's Tariffs | Bloomberg: The China Show 3/4/2025,5420.70799999986,NA,Bloomberg The China Show,-0.354166666666667,2025-03-04T05:23:08Z,27113,194,0.0517441916357883,0.0124046411365271,-0.7
Y0mqpaZkf9Q,Arsenal in US | Bloomberg Surveillance 07/20/2023,8680.00399999973,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.259259259259259,2023-07-21T13:03:00Z,45028,161,0.0438044285416794,0.340370032936335,0.2
Y3sY-fuAMKk,Bloomberg Surveillance 02/09/2024,8791.68599999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.485193621867882,2024-02-09T16:56:02Z,38048,223,0.0311844740910806,0.769478842616081,0.2
Y409Je8d45w,Bloomberg Markets Today 04/18/2024,5439.503,NA,The Opening Trade,-0.373860182370821,2024-04-18T12:25:52Z,5838,40,0.085838418151545,0.195605613291264,0.2
Y4prRS7cKNY,BlackRock Goes Big on AI | Bloomberg Surveillance 6/28/23,17348.357,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.478615071283096,2023-06-28T17:36:23Z,72590,259,0.146218783669432,0.616878096014261,-0.4
Y7Yo36QBw4M,Bloomberg Surveillance 08/30/2024,8781.7849999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.478787878787879,2024-08-30T15:14:49Z,20681,141,0.0210072778403662,-0.146443963050842,0.4
Y8f1eUi1CdE,Bloomberg Markets: The Close 02/21/2024,5675.44199999984,NA,Bloomberg The Close (Full Shows),-0.168539325842697,2024-02-22T06:51:55Z,16303,105,0.0605696575964072,0.644402489066124,0.4
YD3LO-wLOIk,Bloomberg Surveillance 01/31/2024,8794.61199999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.339092872570194,2024-01-31T17:08:08Z,21556,149,0.0449191213244293,0.122368216514587,0.2
YGurCgpJimM,"Bracing For More Volatility Ahead of US CPI, Busy Data Week | Bloomberg: The Asia Trade 8/12/24",5195.45899999999,NA,The Asia Trade,-0.568123393316195,2024-08-12T04:34:31Z,5739,89,0.0453206966801237,0.590305626392365,0.2
YJGzOBXg21M,S&P 500 Rally Hits a Wall as Treasury Yields Spike | Bloomberg: The Close 11/12/2024,5677.57099999985,NA,Bloomberg The Close (Full Shows),0.0460251046025105,2024-11-12T23:30:45Z,11062,92,0.0733188158019084,0.460313782095909,0.2
YJTTDzhixTw,Fight the Fed? | 'Bloomberg Surveillance 9/01/2022,7430.943,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.65112262521589,2022-09-01T18:26:37Z,61801,260,0.0359154799149667,0.740937892347574,0.2
YNLcpqwyxzo,Tariff Concerns Dampen Investor Sentiment | Bloomberg: The China Show 3/31/2025,5450.61099999985,NA,Bloomberg The China Show,-0.307017543859649,2025-03-31T05:23:53Z,9000,86,0.0495340575790097,0.144099853932858,-0.7
YNyXUjKQKgQ,Musk Gets Role in Trump Government Efficiency Push | Bloomberg: The China Show 11/13/2024,5561.66599999984,NA,Bloomberg The China Show,-0.187772925764192,2024-11-13T05:19:31Z,18519,124,0.0379138032699884,0.139720715582371,0.2
YRgrwshg9fs,Nvidia Earnings Report | Bloomberg Markets: The Close 5/22/2024,5425.861,NA,Bloomberg The Close (Full Shows),-0.279742765273312,2024-05-22T23:13:45Z,20199,155,0.107275134358028,-0.0867953412234783,0.2
YTG5zdcOUYg,Bloomberg Surveillance 03/20/2025,8590.58799999967,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.63894523326572,2025-03-20T14:57:01Z,12278,132,0.0226305577751336,0.445035763084888,0.2
YV2ida0K2zU,Bloomberg Surveillance 04/01/2025,8519.73999999972,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.595555555555556,2025-04-01T14:58:03Z,9841,113,0.021241760269764,0.607482060790062,-0.5
YWP1UsEQBgw,"Markets Face Rate Rollercoaster, China's Deepening Slowdown | Bloomberg: The Asia Trade 9/16/24",5161.971,NA,The Asia Trade,-0.659942363112392,2024-09-16T04:05:17Z,5052,62,0.0534257010508405,0.695286531001329,0.2
YWsbYGbtruI,Israel-Hamas Exchange; Nvidia Underwhelms | Horizons Middle East & Africa 02/27/2025,4926.216,NA,"Horizons Middle East, Africa",-0.430769230769231,2025-02-27T09:22:22Z,953,17,0.081551268418941,0.0192195996642113,-0.3
YfD1QHdKuZ4,"Israel Hits Beirut, SVP’s Khosla Warns a ‘Tsunami’ Coming for US Offices | The Opening Trade 10/03",5656.61099999985,NA,The Opening Trade,-0.505454545454545,2024-10-03T13:16:22Z,2669,20,0.0224101766535631,0.0959777161478996,0.2
YptU2DybIqA,Bloomberg Open Interest 01/24/2025,5183.61999999986,NA,Bloomberg Open Interest,-0.207547169811321,2025-01-24T19:00:27Z,2959,37,0.0592625440859462,0.0730078741908073,0.4
Yqei4-t5ehM,"The Fed's Big Week | Bloomberg Surveillance | July 9, 2024",19037.232,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.323155216284987,2024-07-10T00:31:33Z,12925,63,0.211558181386399,0.840493146330118,0.4
